id,name,points
308,Mohamed_Salah,51.014237668785455
19,Bukayo_Saka,46.00815939145563
516,Son_Heung-min,43.027463310048404
349,Kevin_De Bruyne,40.90522701499081
236,Michael_Olise,27.09867397810857
60,Ollie_Watkins,27.084186240373977
539,Lucas_Tolentino Coelho de Lima,25.551156297948793
506,Pedro_Porro,25.540181138779737
8,Gabriel_Fernando de Jesus,25.04143633298797
590,Matheus_Santos Carneiro Da Cunha,24.95002196500552
246,Dominic_Calvert-Lewin,24.573397000712834
450,Brennan_Johnson,24.434727580666895
557,Hwang_Hee-chan,24.1691746232368
221,Jordan_Ayew,24.16115089143505
152,Bart_Verbruggen,24.15251460966843
365,Rodrigo_Hernandez,24.127395175139835
50,John_McGinn,23.757700236354736
664,James_Ward-Prowse,23.614548255981305
34,Leon_Bailey,23.518472585192463
661,Jack_Harrison,23.388406957326996
85,Dominic_Solanke,23.384224656183843
352,Ederson_Santana de Moraes,23.162230450337823
119,Yoane_Wissa,23.141729244843155
154,Danny_Welbeck,23.041339523233464
385,Dean_Henderson,23.02029573943683
415,Alexander_Isak,23.018572335601657
378,Anthony_Elanga,23.00838474026146
135,João Pedro_Junqueira de Jesus,22.980248603313456
343,Julián_Álvarez,22.71417269744152
412,Anthony_Gordon,22.692309040673873
313,Virgil_van Dijk,22.685769379092257
447,Morgan_Gibbs-White,22.659211640791195
297,Cody_Gakpo,22.56640523439829
211,Nicolas_Jackson,22.547754340018113
570,Pablo_Sarabia,22.54271531357508
43,Douglas Luiz_Soares de Paulo,22.385638168773
321,Alfie_Doughty,22.35125565131732
524,Alphonse_Areola,22.208035667576485
379,Christian_Eriksen,22.187856328949074
409,Martin_Dubravka,22.01843184773442
86,Marcus_Tavernier,21.98118283434742
270,Bobby_De Cordova-Reid,21.95371863758426
406,Bruno_Guimarães Rodriguez Moura,21.91190450372711
107,Keane_Lewis-Potter,21.897562014347205
314,Elijah_Adebayo,21.893654816003558
55,Jacob_Ramsey,21.84945185862863
594,Zeki_Amdouni,21.800607201245516
468,Chris_Wood,21.79794973177465
28,Matt_Turner,21.78628351744732
382,Alejandro_Garnacho,21.766045198053845
263,Jordan_Pickford,21.675802725707403
226,Eberechi_Eze,21.63899391923334
283,Antonee_Robinson,21.62114805582551
396,Marcus_Rashford,21.58662441337409
291,Alisson_Ramses Becker,21.56307634795407
309,Dominik_Szoboszlai,21.55830487771495
525,Saïd_Benrahma,21.452521711842305
113,David_Raya Martin,21.41088016825833
300,Curtis_Jones,21.31219949338271
691,Norberto Bercique_Gomes Betuncal,21.300932359789567
232,Jean-Philippe_Mateta,21.29738996778732
509,Richarlison_de Andrade,21.26852813711298
216,Raheem_Sterling,21.258536416326123
6,Kai_Havertz,21.251426147320185
210,Mykhailo_Mudryk,21.239248817323997
14,Martin_Ødegaard,21.21698456306787
689,Mohammed_Kudus,21.10301185127387
630,Ross_Barkley,21.068963952989904
12,Gabriel_Martinelli Silva,21.06074445150184
303,Luis_Díaz,21.047319234420982
551,Craig_Dawson,20.907920533933652
202,Conor_Gallagher,20.855524980770774
78,Dango_Ouattara,20.728131443510588
617,Rasmus_Højlund,20.629020811976865
526,Jarrod_Bowen,20.601387894185482
402,Miguel_Almirón Rejala,20.592085938446193
33,Cameron_Archer,20.508829574633992
267,Andreas_Hoelgebaum Pereira,20.485381328218473
203,Malo_Gusto,20.47821537018477
20,William_Saliba,20.476516966982626
621,Jack_Hinshelwood,20.46453890001248
294,Diogo_Teixeira da Silva,20.442465192009493
259,Dwight_McNeil,20.408466994694425
110,Christian_Nørgaard,20.399783320498454
29,Benjamin_White,20.39527723767496
125,Facundo_Buonanotte,20.3402706835438
173,Dara_O'Shea,20.258590652846127
354,Jack_Grealish,20.220700929601172
82,Antoine_Semenyo,20.206792426863537
501,Dejan_Kulusevski,20.17091104986986
143,Kaoru_Mitoma,20.1686991952904
668,Wataru_Endo,20.164836025346872
573,Toti António_Gomes,20.09955168353367
5,Gabriel_dos Santos Magalhães,20.09895923193624
373,Bruno_Borges Fernandes,20.024705779523575
212,Christopher_Nkunku,20.021441149774347
369,Kyle_Walker,20.01494849734934
293,Darwin_Núñez Ribeiro,20.00595937165865
40,Leander_Dendoncker,19.984023121220673
519,Destiny_Udogie,19.942559876369554
83,Marcos_Senesi,19.931053011296424
84,Adam_Smith,19.918332723737223
497,Emerson_Leite de Souza Junior,19.909851274379704
98,Mikkel_Damsgaard,19.90261724664266
286,Tosin_Adarabioyo,19.900528573737393
41,Diego Carlos_Santos Silva,19.842952138182
559,João Victor_Gomes da Silva,19.841005741578005
344,Bernardo_Veiga de Carvalho e Silva,19.83887251292879
134,Pascal_Groß,19.794897741246256
476,Jayden_Bogle,19.791088646122624
89,Illia_Zabarnyi,19.768892474130254
532,Emerson_Palmieri dos Santos,19.75572241032794
599,Moussa_Diaby,19.754506393871633
114,Mads_Roerslev Rasmussen,19.74166518041387
635,Lewis_Miley,19.713384785019446
372,Antony Matheus_dos Santos,19.711741433488214
660,Wilson_Odobert,19.698158003789036
168,Lyle_Foster,19.695567263791006
279,Rodrigo_Muniz Carvalho,19.694668937455766
701,Saman_Ghoddos,19.65570702316561
150,Jan Paul_van Hecke,19.61634009934867
610,Calvin_Bassey,19.56647013953796
699,Clément_Lenglet,19.56103712982256
696,Murillo_Santiago Costa dos Santos,19.53261252700608
540,Declan_Rice,19.529199950547095
105,Vitaly_Janelt,19.525451684917947
676,Konstantinos_Mavropanos,19.52061208989509
401,Aaron_Wan-Bissaka,19.505608710755258
545,Rayan_Aït-Nouri,19.47038789482878
427,Fabian_Schär,19.434370085773548
465,Harry_Toffolo,19.406173704302383
285,Kenny_Tete,19.37730617133385
129,Lewis_Dunk,19.344927149671097
727,Andros_Townsend,19.338815146422736
250,James_Garner,19.32783121538611
558,Raúl_Jiménez,19.325312909793073
405,Sven_Botman,19.31690330538429
495,Ben_Davies,19.31647442364916
553,Ryan_Giles,19.30810471649866
222,Nathaniel_Clyne,19.307010441689133
182,Victor_da Silva,19.304613371991035
606,Igor Julio_dos Santos de Paulo,19.30180773840639
353,Phil_Foden,19.294386113727064
121,Mathias_Jorgensen,19.294203553021088
96,Nathan_Collins,19.27647461697841
565,Mario_Lemina,19.25770374108949
265,James_Tarkowski,19.251792931344504
592,Yasser_Larouci,19.243998727866853
407,Dan_Burn,19.24346654422302
21,Albert_Sambi Lokonga,19.233310492888688
208,Noni_Madueke,19.20972742015608
513,Pape Matar_Sarr,19.192642672999014
298,Joe_Gomez,19.1905529364957
393,Teden_Mengi,19.177906121309487
563,Max_Kilman,19.147442683547602
191,Benoît_Badiashile,19.11546914431203
63,Philip_Billing,19.109678456983648
467,Neco_Williams,19.103873438156608
457,Moussa_Niakhaté,19.09650876430289
262,Nathan_Patterson,19.092299274329235
126,Moisés_Caicedo Corozo,19.08426032087772
228,Marc_Guéhi,19.05195498403559
377,Diogo_Dalot Teixeira,18.978710323459676
260,Vitalii_Mykolenko,18.97663742142393
112,Ethan_Pinnock,18.973282405603953
572,Nélson_Cabral Semedo,18.967149513782825
488,Oliver_Norwood,18.95786357220758
231,Jefferson_Lerma Solís,18.943167281106593
234,Tyrick_Mitchell,18.942550712336157
655,Andre_Brooks,18.92405785464085
256,Alex_Iwobi,18.92179776056784
576,Jack_Robinson,18.91095545383578
388,Kobbie_Mainoo,18.896172240062878
316,Amari'i_Bell,18.89243270725236
133,Billy_Gilmour,18.85937631101461
631,Jacob_Brown,18.849421194702707
48,Ezri_Konsa Ngoyo,18.845389119108255
503,Giovani_Lo Celso,18.843284837879345
499,Pierre-Emile_Højbjerg,18.840157699490053
473,George_Baldock,18.830199291538147
663,Gustavo_Hamer,18.732797223856792
520,Guglielmo_Vicario,18.725878836527365
31,Oleksandr_Zinchenko,18.70658405695874
362,Cole_Palmer,18.680078360938698
122,Simon_Adingra,18.665059051662013
268,Tom_Cairney,18.66128825144308
330,Gabriel_Osho,18.65894267277964
161,Josh_Brownhill,18.655618755610877
280,João_Palhinha Gonçalves,18.65408049028961
421,Sean_Longstaff,18.647876430272397
220,Joachim_Andersen,18.632668769558066
65,Ryan_Christie,18.614065364990203
703,Jonny_Evans,18.606694714101273
238,Chris_Richards,18.579034301777153
528,Vladimír_Coufal,18.57806544523305
342,Nathan_Aké,18.577383518147798
566,Matheus Luiz_Nunes,18.559802513418923
544,Kurt_Zouma,18.555032214787126
341,Manuel_Akanji,18.525779464735066
475,Sander_Berge,18.483674984766136
245,Jarrad_Branthwaite,18.462366380836034
470,Ryan_Yates,18.42756220653375
178,Charlie_Taylor,18.424572335660898
244,André_Tavares Gomes,18.407610917926988
542,Tomáš_Souček,18.38055056458279
27,Auston_Trusty,18.353257779849624
160,Jordan_Beyer,18.345212333662626
433,Callum_Wilson,18.312603056236007
706,Mike_Trésor,18.300541695001314
261,Amadou_Onana,18.278052010207496
687,Đorđe_Petrović,18.23042657135363
616,Joško_Gvardiol,18.220945244887695
49,Emiliano_Martínez Romero,18.19445509757627
679,Gonzalo_Montiel,18.172810403813276
609,Ian_Maatsen,18.11714696416109
395,Raphaël_Varane,18.111033276379704
42,Lucas_Digne,18.034285585902886
302,Ibrahima_Konaté,18.010593151792435
72,Justin_Kluivert,18.00288566956837
678,Jérémy_Doku,17.929705779935578
642,Edson_Álvarez Velázquez,17.883148807555678
611,Axel_Disasi,17.84578010981851
644,Alex_Scott,17.8420128981502
197,Levi_Colwill,17.83659712058482
229,Will_Hughes,17.810753813349873
453,Orel_Mangala,17.796537125107257
66,Lewis_Cook,17.77125350942007
638,Vini_de Souza Costa,17.699605952475718
101,Mark_Flekken,17.652692631776542
109,Ben_Mee,17.615003685748594
587,Anis_Slimane,17.571356684809427
690,Carlos_Baleba,17.543102516164613
614,Thomas_Kaminski,17.496142754717567
170,Jóhann Berg_Gudmundsson,17.49557708372958
714,Divock_Origi,17.40206239301391
193,Armando_Broja,17.34221780859193
596,James_Trafford,17.311966576378055
26,Leandro_Trossard,17.289875237717233
569,José_Malheiro de Sá,17.275428461840328
485,Oliver_McBurnie,17.245071555455567
205,Callum_Hudson-Odoi,17.208080650789665
494,Bryan_Gil Salvatierra,17.108744039509986
32,Alexandre_Moreno Lopera,17.05448414163431
604,Olu_Aina,17.042689812527584
108,Bryan_Mbeumo,17.0207060318036
295,Harvey_Elliott,17.008036725071644
258,Neal_Maupay,16.993688940699304
356,Mateo_Kovačić,16.907935741657152
209,Mason_Mount,16.88061079370836
597,André_Onana,16.811615337275814
148,Jason_Steele,16.76145454753558
359,Riyad_Mahrez,16.74256814947553
504,James_Maddison,16.74256814947553
275,Bernd_Leno,16.741885466230944
633,Tino_Livramento,16.544893378129938
257,Michael_Keane,16.54429022342146
492,Rodrigo_Bentancur,16.44670570198899
142,James_Milner,16.421409829247168
217,Thiago_Emiliano da Silva,16.33604894008719
368,John_Stones,16.299684806960105
484,Max_Lowe,16.289606557943628
442,Danilo_dos Santos de Oliveira,16.2285608587465
77,Norberto_Murara Neto,16.078203855245196
515,Oliver_Skipp,16.053108375780415
397,Jadon_Sancho,15.978474860197421
416,Joelinton Cássio_Apolinário de Lira,15.965684263965432
708,Ryan_Gravenberch,15.92192642527291
667,Roméo_Lavia,15.90022554116569
328,Chiedozie_Ogbene,15.899309848897508
44,Jhon_Durán,15.881420787596774
482,Wes_Foderingham,15.8637616860935
577,Angelo_Ogbonna,15.787125467755043
591,Willian_Borges da Silva,15.75048835043768
326,Carlton_Morris,15.710329906832412
111,Frank_Onyeka,15.508028049774833
705,Luis_Sinisterra,15.42094570859186
13,Eddie_Nketiah,15.363880936936196
392,Scott_McTominay,15.323298212872917
712,Nicolás_Domínguez,15.140470399150098
776,Timo_Werner,15.042694027360106
311,Konstantinos_Tsimikas,14.961898829710806
288,Harry_Wilson,14.731802677417548
721,David_Ozoh,14.712492339757633
688,Timothy_Castagne,14.68362145256191
430,Kieran_Trippier,14.659791403977183
290,Trent_Alexander-Arnold,14.479408978229374
601,Arnaut_Danjuma Groeneveld,14.361155871071565
58,Youri_Tielemans,14.35736511028502
675,Aaron_Ramsey,14.28580130181106
471,Anel_Ahmedhodžić,14.261038699789115
713,Ibrahim_Sangaré,14.24218023496419
165,Josh_Cullen,14.22353550143568
360,James_McAtee,14.10938095164107
106,Mathias_Jensen,14.082951229681866
47,Boubacar_Kamara,14.038175895394815
249,Abdoulaye_Doucouré,14.005191590930774
199,Enzo_Fernández,13.975491619662249
715,Jean-Ricner_Bellegarde,13.896434183171289
350,Rúben_Gato Alves Dias,13.829949232123917
131,Pervis_Estupiñán,13.789199776599947
130,Julio_Enciso,13.788130547582984
583,Manor_Solomon,13.788130547582984
138,Adam_Lallana,13.76918603196617
586,Tahith_Chong,13.70853657018185
304,Alexis_Mac Allister,13.691376488842732
774,Kaelan_Casey,13.59051519040599
589,Ângelo Gabriel_Borges Damaceno,13.513854111328959
269,Ivan_Neves Abreu Cavaleiro,13.513854111328959
698,Enso_González,13.513854111328959
531,Flynn_Downes,13.513854111328959
666,Tom_Davies,13.513854111328959
381,Frederico_Rodrigues de Paula Santos,13.513854111328959
95,Sergi_Canós Tenés,13.513854111328959
694,Han-Noah_Massengo,13.513854111328959
329,Fred_Onyedinma,13.513854111328959
59,Bertrand_Traoré,13.513854111328959
299,Jordan_Henderson,13.513854111328959
709,Sofyan_Amrabat,13.513854111328959
200,David Datro_Fofana,13.513854111328959
493,Yves_Bissouma,13.513854111328959
61,Wesley_Moraes Ferreira da Silva,13.513854111328959
296,Fabio Henrique_Tavares,13.513854111328959
22,Emile_Smith Rowe,13.494782573335508
567,Pedro_Lomba Neto,13.484987026247525
527,Maxwel_Cornet,13.429813999734822
593,Bénie_Traoré,13.429813999734822
429,Sandro_Tonali,13.429813999734822
159,Manuel Benson_Hedilazio,13.429813999734822
641,Alejo_Véliz,13.413842544586545
132,Evan_Ferguson,13.270955386796695
552,Fábio_Silva,13.23247047814822
9,Jorge Luiz_Frello Filho,13.14733459608925
177,Jay_Rodriguez,13.14733459608925
432,Joe_Willock,13.14733459608925
115,Kevin_Schade,13.14733459608925
253,Demarai_Gray,13.14733459608925
568,Daniel_Castelo Podence,13.14733459608925
376,Carlos Henrique_Casimiro,13.14733459608925
490,William_Osula,12.966811557312713
35,Emiliano_Buendía Stati,12.904802535757808
523,Michail_Antonio,12.904802535757808
240,Jeffrey_Schlupp,12.883497265371386
511,Cristian_Romero,12.828778500769149
320,Jordan_Clark,12.74252997077802
608,Jacob_Bruun Larsen,12.719026927358113
554,Gonçalo Manuel_Ganchinho Guedes,12.686445686822447
4,Fábio_Ferreira Vieira,12.686445686822447
225,Odsonne_Edouard,12.686445686822447
218,Hakim_Ziyech,12.686445686822447
535,Danny_Ings,12.677820762422519
672,Nicolò_Zaniolo,12.664683923849186
183,Wout_Weghorst,12.662371087097846
213,Christian_Pulisic,12.662371087097846
486,Iliman_Ndiaye,12.662371087097846
149,Deniz_Undav,12.662371087097846
578,Reiss_Nelson,12.597921288593723
615,Matheus_França de Oliveira,12.582864694834177
626,Jarell_Quansah,12.535704377447964
477,Rhian_Brewster,12.517620451166941
345,Oscar_Bobb,12.493267027008644
64,David_Brooks,12.476671409660163
73,Jamal_Lowe,12.362127978968363
410,Ryan_Fraser,12.362127978968363
481,John_Fleck,12.362127978968363
673,Tyler_Adams,12.362127978968363
662,Adama_Traoré,12.362127978968363
16,Nicolas_Pépé,12.362127978968363
562,Sasa_Kalajdzic,12.362127978968363
319,Allan_Campbell,12.362127978968363
322,Luke_Freeman,12.362127978968363
180,Scott_Twine,12.362127978968363
62,Jaidon_Anthony,12.362127978968363
158,Samuel_Bastien,12.362127978968363
458,Lewis_O'Brien,12.362127978968363
446,Remo_Freuler,12.362127978968363
39,Keinan_Davis,12.362127978968363
