kickoff_time_0,position_0,minutes_0,value_0,bps_0,ict_index_0,points_0,kickoff_time_1,position_1,minutes_1,value_1,bps_1,ict_index_1,points_1,kickoff_time_2,position_2,minutes_2,value_2,bps_2,ict_index_2,points_2,player
265217400,1,0,40,0,0,0,264520800.0,1,0.0,40.0,0.0,0.0,0.0,263916000.0,1,0.0,40.0,0.0,0.0,0.0,778
265217400,4,0,79,0,0,0,264970800.0,4,0.0,79.0,0.0,0.0,0.0,264610800.0,4,0.0,79.0,0.0,0.0,0.0,776
265217400,2,0,40,0,0,0,264601800.0,2,0.0,40.0,0.0,0.0,0.0,263998800.0,2,0.0,40.0,0.0,0.0,0.0,774
283960800,3,0,45,0,0,0,265217400.0,3,0.0,45.0,0.0,0.0,0.0,264529800.0,3,0.0,45.0,0.0,0.0,0.0,772
285179400,2,0,40,0,0,0,283887000.0,2,0.0,40.0,0.0,0.0,0.0,283550400.0,2,0.0,40.0,0.0,0.0,0.0,768
285170400,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283550400.0,3,0.0,45.0,0.0,0.0,0.0,767
285179400,2,0,40,0,0,0,283887000.0,2,0.0,40.0,0.0,0.0,0.0,283550400.0,2,1.0,40.0,3.0,0.0,1.0,766
285170400,1,0,40,0,0,0,283878000.0,1,0.0,40.0,0.0,0.0,0.0,283550400.0,1,0.0,40.0,0.0,0.0,0.0,765
283960800,3,0,45,0,0,0,283724100.0,3,0.0,45.0,0.0,0.0,0.0,283282200.0,3,0.0,45.0,0.0,0.0,0.0,764
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,283118400.0,2,0.0,40.0,0.0,0.0,0.0,763
285096600,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283637700.0,3,0.0,45.0,0.0,0.0,0.0,762
285170400,2,0,40,0,0,0,283878000.0,2,0.0,40.0,0.0,0.0,0.0,283637700.0,2,0.0,40.0,0.0,0.0,0.0,761
285170400,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283637700.0,3,0.0,45.0,0.0,0.0,0.0,760
283878000,3,0,45,0,0,0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,283204800.0,3,0.0,45.0,0.0,0.0,0.0,759
285078600,3,0,45,0,0,0,283869000.0,3,0.0,45.0,0.0,0.0,0.0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,758
284068800,2,0,40,0,0,0,283541400.0,2,0.0,40.0,0.0,0.0,0.0,283282200.0,2,0.0,40.0,0.0,0.0,0.0,757
284068800,1,0,40,0,0,0,283541400.0,1,0.0,40.0,0.0,0.0,0.0,283282200.0,1,0.0,40.0,0.0,0.0,0.0,756
284153400,3,0,45,0,0,0,283721400.0,3,0.0,45.0,0.0,0.0,0.0,283118400.0,3,0.0,45.0,0.0,0.0,0.0,755
285179400,3,0,45,0,0,0,283960800.0,3,0.0,45.0,0.0,0.0,0.0,283721400.0,3,0.0,45.0,0.0,0.0,0.0,754
284153400,2,0,40,0,0,0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,283118400.0,2,0.0,40.0,0.0,0.0,0.0,753
283878000,1,0,40,0,0,0,283635000.0,1,0.0,40.0,0.0,0.0,0.0,282751200.0,1,0.0,40.0,0.0,0.0,0.0,752
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,283352400.0,2,0.0,40.0,0.0,0.0,0.0,751
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283352400.0,3,0.0,45.0,0.0,0.0,0.0,750
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283352400.0,3,0.0,45.0,0.0,0.0,0.0,749
285179400,4,0,45,0,0,0,283887000.0,4,0.0,45.0,0.0,0.0,0.0,283550400.0,4,0.0,45.0,0.0,0.0,0.0,748
284153400,3,0,44,0,0,0,283721400.0,3,0.0,44.0,0.0,0.0,0.0,283118400.0,3,0.0,44.0,0.0,0.0,0.0,747
284153400,2,0,40,0,0,0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,283118400.0,2,0.0,40.0,0.0,0.0,0.0,746
285096600,4,0,44,0,0,0,284068800.0,4,0.0,44.0,0.0,0.0,0.0,283523400.0,4,0.0,45.0,0.0,0.0,0.0,745
283878000,3,0,45,0,0,0,283635000.0,3,4.0,45.0,2.0,1.0,1.0,282751200.0,3,0.0,45.0,0.0,0.0,0.0,744
284068800,3,0,45,0,0,0,283541400.0,3,0.0,45.0,0.0,0.0,0.0,283282200.0,3,0.0,45.0,0.0,0.0,0.0,743
284153400,3,0,45,0,0,0,283721400.0,3,0.0,45.0,0.0,0.0,0.0,283118400.0,3,0.0,45.0,0.0,0.0,0.0,742
284153400,4,0,45,0,0,0,283721400.0,4,0.0,45.0,0.0,0.0,0.0,283118400.0,4,0.0,45.0,0.0,0.0,0.0,741
285179400,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,740
285096600,4,0,45,0,0,0,284068800.0,4,0.0,45.0,0.0,0.0,0.0,283523400.0,4,0.0,45.0,0.0,0.0,0.0,739
285096600,3,0,45,0,0,0,284068800.0,3,0.0,45.0,0.0,0.0,0.0,283523400.0,3,0.0,45.0,0.0,0.0,0.0,738
283960800,3,0,45,0,0,0,283724100.0,3,0.0,45.0,0.0,0.0,0.0,283282200.0,3,0.0,45.0,0.0,0.0,0.0,737
283960800,2,0,40,0,0,0,283724100.0,2,0.0,40.0,0.0,0.0,0.0,283282200.0,2,0.0,40.0,0.0,0.0,0.0,736
283960800,3,0,45,0,0,0,283724100.0,3,0.0,45.0,0.0,0.0,0.0,283282200.0,3,0.0,45.0,0.0,0.0,0.0,735
285018300,3,0,45,0,0,0,283869000.0,3,0.0,45.0,0.0,0.0,0.0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,734
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,282751200.0,2,0.0,40.0,0.0,0.0,0.0,733
285078600,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,732
283878000,2,0,40,0,0,0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,283204800.0,2,0.0,40.0,0.0,0.0,0.0,731
283878000,3,0,45,0,0,0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,283204800.0,3,0.0,45.0,0.0,0.0,0.0,730
285018300,3,0,45,0,0,0,283869000.0,3,0.0,45.0,0.0,0.0,0.0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,729
284068800,2,0,40,0,0,0,283541400.0,2,0.0,40.0,0.0,0.0,0.0,283282200.0,2,0.0,40.0,0.0,0.0,0.0,728
285018300,3,63,50,9,2,2,283869000.0,3,61.0,50.0,7.0,2.0,2.0,283532400.0,3,83.0,50.0,7.0,5.0,2.0,727
284068800,2,0,40,0,0,0,283541400.0,2,0.0,40.0,0.0,0.0,0.0,283282200.0,2,0.0,40.0,0.0,0.0,0.0,726
283878000,2,0,40,0,0,0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,282751200.0,2,0.0,40.0,0.0,0.0,0.0,725
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283118400.0,3,0.0,45.0,0.0,0.0,0.0,724
285078600,2,0,40,0,0,0,283869000.0,2,0.0,40.0,0.0,0.0,0.0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,723
285179400,4,0,45,0,0,0,283960800.0,4,0.0,45.0,0.0,0.0,0.0,283721400.0,4,0.0,45.0,0.0,0.0,0.0,722
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283118400.0,3,31.0,45.0,0.0,0.0,0.0,721
283878000,4,0,45,0,0,0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,283118400.0,4,0.0,45.0,0.0,0.0,0.0,720
285170400,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283637700.0,3,0.0,45.0,0.0,0.0,0.0,719
285078600,3,0,45,0,0,0,283869000.0,3,0.0,45.0,0.0,0.0,0.0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,718
285078600,4,0,45,0,0,0,283869000.0,4,0.0,45.0,0.0,0.0,0.0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,717
285078600,2,1,40,4,0,1,283869000.0,2,1.0,40.0,3.0,0.0,1.0,283635000.0,2,1.0,40.0,3.0,0.0,1.0,716
283878000,3,10,49,5,0,1,283635000.0,3,45.0,49.0,20.0,7.0,5.0,283352400.0,3,0.0,49.0,0.0,0.0,0.0,715
283887000,4,0,50,0,0,0,283523400.0,4,0.0,50.0,0.0,0.0,0.0,283273200.0,4,25.0,50.0,5.0,1.0,1.0,714
283887000,3,0,49,0,0,0,283523400.0,3,69.0,49.0,6.0,2.0,1.0,283273200.0,3,0.0,49.0,0.0,0.0,0.0,713
283887000,3,78,50,29,7,8,283523400.0,3,11.0,50.0,3.0,0.0,1.0,283273200.0,3,0.0,50.0,0.0,0.0,0.0,712
283887000,2,0,45,0,0,0,283523400.0,2,0.0,45.0,0.0,0.0,0.0,283273200.0,2,0.0,45.0,0.0,0.0,0.0,711
283887000,1,0,45,0,0,0,283523400.0,1,0.0,45.0,0.0,0.0,0.0,283273200.0,1,0.0,45.0,0.0,0.0,0.0,710
285179400,3,0,50,0,0,0,283887000.0,3,0.0,50.0,0.0,0.0,0.0,283550400.0,3,0.0,50.0,0.0,0.0,0.0,709
284068800,3,26,50,4,1,1,283541400.0,3,65.0,50.0,9.0,4.0,2.0,283282200.0,3,22.0,50.0,-1.0,0.0,1.0,708
285078600,2,0,45,0,0,0,283960800.0,2,0.0,45.0,0.0,0.0,0.0,283532400.0,2,7.0,45.0,3.0,0.0,1.0,707
285018300,3,7,54,5,0,1,283878000.0,3,16.0,54.0,3.0,0.0,1.0,283541400.0,3,60.0,54.0,13.0,2.0,1.0,706
283960800,3,60,55,8,6,1,283532400.0,3,18.0,55.0,24.0,6.0,5.0,283273200.0,3,20.0,55.0,4.0,1.0,1.0,705
283878000,4,0,45,0,0,0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,283352400.0,4,0.0,45.0,0.0,0.0,0.0,704
285179400,2,62,40,9,1,2,283887000.0,2,90.0,40.0,13.0,1.0,2.0,283550400.0,2,90.0,40.0,17.0,2.0,2.0,703
285179400,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283721400.0,2,0.0,40.0,0.0,0.0,0.0,702
283878000,3,90,45,14,4,1,283635000.0,3,90.0,45.0,18.0,5.0,2.0,282751200.0,3,90.0,45.0,4.0,3.0,1.0,701
284153400,3,0,64,0,0,0,283721400.0,3,0.0,64.0,0.0,0.0,0.0,283118400.0,3,0.0,64.0,0.0,0.0,0.0,700
285170400,2,90,45,26,2,2,283878000.0,2,61.0,45.0,8.0,0.0,2.0,283550400.0,2,90.0,45.0,28.0,4.0,5.0,699
283878000,3,0,50,0,0,0,283635000.0,3,0.0,50.0,0.0,0.0,0.0,283352400.0,3,0.0,50.0,0.0,0.0,0.0,698
283878000,2,0,45,0,0,0,283635000.0,2,90.0,45.0,16.0,2.0,2.0,283352400.0,2,20.0,45.0,3.0,0.0,1.0,697
283887000,2,90,45,10,2,2,283523400.0,2,90.0,45.0,27.0,5.0,5.0,283273200.0,2,90.0,45.0,8.0,2.0,2.0,696
285179400,1,0,40,0,0,0,283887000.0,1,0.0,40.0,0.0,0.0,0.0,283550400.0,1,0.0,40.0,0.0,0.0,0.0,695
285018300,3,0,50,0,0,0,283878000.0,3,0.0,50.0,0.0,0.0,0.0,283541400.0,3,0.0,50.0,0.0,0.0,0.0,694
283878000,2,89,40,6,0,2,283532400.0,2,0.0,40.0,0.0,0.0,0.0,283204800.0,2,0.0,40.0,0.0,0.0,0.0,693
285078600,1,0,40,0,0,0,283960800.0,1,0.0,40.0,0.0,0.0,0.0,283532400.0,1,0.0,40.0,0.0,0.0,0.0,692
285170400,4,27,57,-1,0,1,283878000.0,4,16.0,57.0,-1.0,0.0,1.0,283637700.0,4,64.0,57.0,2.0,1.0,2.0,691
284153400,3,0,45,0,0,0,283721400.0,3,31.0,45.0,2.0,0.0,1.0,283118400.0,3,45.0,45.0,4.0,1.0,0.0,690
284153400,3,0,69,0,0,0,283724100.0,3,90.0,68.0,5.0,1.0,2.0,283264200.0,3,90.0,67.0,28.0,7.0,7.0,689
285078600,2,26,45,4,1,1,283960800.0,2,90.0,45.0,9.0,1.0,2.0,283532400.0,2,17.0,45.0,3.0,0.0,1.0,688
285078600,1,90,45,28,3,9,283869000.0,1,90.0,45.0,18.0,3.0,1.0,283635000.0,1,90.0,45.0,20.0,3.0,2.0,687
285170400,1,0,40,0,0,0,283878000.0,1,0.0,40.0,0.0,0.0,0.0,283550400.0,1,0.0,40.0,0.0,0.0,0.0,686
285179400,3,0,45,0,0,0,283887000.0,3,0.0,45.0,0.0,0.0,0.0,283550400.0,3,1.0,45.0,5.0,0.0,1.0,685
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,282751200.0,3,0.0,45.0,0.0,0.0,0.0,684
285078600,3,0,45,0,0,0,283960800.0,3,0.0,45.0,0.0,0.0,0.0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,683
285018300,2,0,40,0,0,0,283869000.0,2,0.0,40.0,0.0,0.0,0.0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,682
285078600,3,0,45,0,0,0,283869000.0,3,0.0,45.0,0.0,0.0,0.0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,681
285078600,1,0,40,0,0,0,283869000.0,1,0.0,40.0,0.0,0.0,0.0,283635000.0,1,0.0,40.0,0.0,0.0,0.0,680
283887000,2,73,44,38,4,9,283523400.0,2,69.0,44.0,20.0,3.0,1.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,679
285096600,3,81,65,2,10,2,283878000.0,3,0.0,65.0,0.0,0.0,0.0,283637700.0,3,0.0,65.0,0.0,0.0,0.0,678
285078600,4,0,45,0,0,0,283869000.0,4,0.0,45.0,0.0,0.0,0.0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,677
284153400,2,90,45,26,2,3,283724100.0,2,90.0,45.0,38.0,8.0,11.0,283264200.0,2,90.0,45.0,25.0,1.0,3.0,676
285018300,3,0,50,0,0,0,283878000.0,3,31.0,50.0,0.0,0.0,1.0,283541400.0,3,1.0,50.0,7.0,0.0,1.0,675
285018300,2,0,40,0,0,0,283878000.0,2,73.0,40.0,9.0,0.0,2.0,283541400.0,2,0.0,40.0,0.0,0.0,0.0,674
283960800,3,0,49,0,0,0,283532400.0,3,0.0,49.0,0.0,0.0,0.0,283273200.0,3,0.0,49.0,0.0,0.0,0.0,673
285170400,3,1,54,1,0,1,283878000.0,3,0.0,54.0,0.0,0.0,0.0,283550400.0,3,13.0,54.0,0.0,0.0,1.0,672
285078600,2,0,40,0,0,0,283869000.0,2,0.0,40.0,0.0,0.0,0.0,283635000.0,2,0.0,40.0,0.0,0.0,0.0,671
285170400,1,0,40,0,0,0,283878000.0,1,0.0,40.0,0.0,0.0,0.0,283550400.0,1,0.0,40.0,0.0,0.0,0.0,670
285179400,1,0,40,0,0,0,283887000.0,1,0.0,40.0,0.0,0.0,0.0,283550400.0,1,0.0,40.0,0.0,0.0,0.0,669
284068800,3,74,54,10,5,1,283541400.0,3,90.0,54.0,12.0,5.0,2.0,283282200.0,3,90.0,54.0,14.0,2.0,1.0,668
285078600,3,0,49,0,0,0,283869000.0,3,0.0,49.0,0.0,0.0,0.0,283635000.0,3,32.0,49.0,2.0,0.0,1.0,667
283878000,3,0,50,0,0,0,283532400.0,3,0.0,50.0,0.0,0.0,0.0,283204800.0,3,0.0,50.0,0.0,0.0,0.0,666
285018300,1,0,44,0,0,0,283869000.0,1,0.0,44.0,0.0,0.0,0.0,283532400.0,1,0.0,44.0,0.0,0.0,0.0,665
284153400,3,90,60,18,4,2,283724100.0,3,90.0,60.0,18.0,5.0,5.0,283264200.0,3,90.0,61.0,12.0,5.0,2.0,664
283878000,3,0,50,0,0,0,283532400.0,3,71.0,50.0,10.0,6.0,1.0,283204800.0,3,32.0,50.0,22.0,5.0,5.0,663
285078600,3,0,49,0,0,0,283960800.0,3,0.0,49.0,0.0,0.0,0.0,283532400.0,3,0.0,49.0,0.0,0.0,0.0,662
285170400,3,90,55,8,2,2,283878000.0,3,90.0,55.0,10.0,2.0,2.0,283637700.0,3,79.0,55.0,28.0,10.0,6.0,661
285018300,3,83,50,10,6,2,283878000.0,3,73.0,50.0,1.0,1.0,2.0,283541400.0,3,90.0,50.0,13.0,3.0,2.0,660
285078600,1,0,39,0,0,0,283869000.0,1,0.0,40.0,0.0,0.0,0.0,283635000.0,1,0.0,40.0,0.0,0.0,0.0,659
283878000,4,0,45,0,0,0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,283118400.0,4,0.0,45.0,0.0,0.0,0.0,658
283878000,3,0,45,0,0,0,283635000.0,3,0.0,45.0,0.0,0.0,0.0,283118400.0,3,0.0,45.0,0.0,0.0,0.0,657
283878000,4,0,44,0,0,0,283532400.0,4,0.0,44.0,0.0,0.0,0.0,283204800.0,4,0.0,45.0,0.0,0.0,0.0,656
283878000,3,79,44,6,0,2,283532400.0,3,45.0,44.0,4.0,1.0,1.0,283204800.0,3,57.0,44.0,9.0,1.0,1.0,655
283878000,4,0,45,0,0,0,283532400.0,4,0.0,45.0,0.0,0.0,0.0,283204800.0,4,0.0,45.0,0.0,0.0,0.0,654
283878000,2,0,40,0,0,0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,283204800.0,2,0.0,40.0,0.0,0.0,0.0,653
285078600,3,0,45,0,0,0,283960800.0,3,0.0,45.0,0.0,0.0,0.0,283532400.0,3,0.0,45.0,0.0,0.0,0.0,652
285078600,4,0,45,0,0,0,283960800.0,4,0.0,45.0,0.0,0.0,0.0,283532400.0,4,0.0,45.0,0.0,0.0,0.0,651
285170400,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283637700.0,3,0.0,45.0,0.0,0.0,0.0,650
285170400,4,0,45,0,0,0,283878000.0,4,0.0,45.0,0.0,0.0,0.0,283637700.0,4,0.0,45.0,0.0,0.0,0.0,649
285018300,2,0,40,0,0,0,283869000.0,2,0.0,40.0,0.0,0.0,0.0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,648
284153400,1,0,40,0,0,0,283724100.0,1,0.0,40.0,0.0,0.0,0.0,283264200.0,1,0.0,40.0,0.0,0.0,0.0,647
283960800,1,0,40,0,0,0,283724100.0,1,0.0,40.0,0.0,0.0,0.0,283282200.0,1,0.0,40.0,0.0,0.0,0.0,646
285170400,4,0,48,0,0,0,283878000.0,4,0.0,48.0,0.0,0.0,0.0,283637700.0,4,0.0,48.0,0.0,0.0,0.0,645
283960800,3,21,49,23,8,5,283532400.0,3,90.0,49.0,34.0,5.0,8.0,283273200.0,3,41.0,49.0,1.0,1.0,0.0,644
283960800,2,45,44,4,0,1,283532400.0,2,0.0,44.0,0.0,0.0,0.0,283273200.0,2,0.0,44.0,0.0,0.0,0.0,643
284153400,3,90,50,16,3,2,283724100.0,3,90.0,50.0,9.0,2.0,2.0,283264200.0,3,90.0,50.0,10.0,0.0,2.0,642
285179400,4,0,54,0,0,0,283960800.0,4,8.0,54.0,3.0,0.0,1.0,283721400.0,4,20.0,54.0,27.0,6.0,1.0,641
285179400,4,0,45,0,0,0,283960800.0,4,0.0,45.0,0.0,0.0,0.0,283721400.0,4,0.0,45.0,0.0,0.0,0.0,640
285179400,2,88,44,13,2,2,283960800.0,2,0.0,44.0,0.0,0.0,0.0,283721400.0,2,0.0,44.0,0.0,0.0,0.0,639
283878000,3,90,50,13,1,2,283532400.0,3,85.0,50.0,17.0,1.0,2.0,283204800.0,3,90.0,50.0,9.0,2.0,2.0,638
283887000,2,0,39,0,0,0,283523400.0,2,0.0,40.0,0.0,0.0,0.0,283273200.0,2,0.0,40.0,0.0,0.0,0.0,637
283887000,1,0,40,0,0,0,283523400.0,1,0.0,40.0,0.0,0.0,0.0,283273200.0,1,0.0,40.0,0.0,0.0,0.0,636
285096600,3,90,45,9,3,2,284068800.0,3,53.0,45.0,0.0,1.0,0.0,283523400.0,3,90.0,45.0,13.0,6.0,2.0,635
285096600,2,0,39,0,0,0,284068800.0,2,0.0,39.0,0.0,0.0,0.0,283523400.0,2,0.0,39.0,0.0,0.0,0.0,634
285096600,2,0,44,0,0,0,284068800.0,2,90.0,44.0,12.0,2.0,2.0,283523400.0,2,35.0,44.0,5.0,0.0,1.0,633
285179400,3,0,44,0,0,0,283887000.0,3,0.0,44.0,0.0,0.0,0.0,283550400.0,3,0.0,44.0,0.0,0.0,0.0,632
285018300,4,0,49,0,0,0,283869000.0,4,45.0,49.0,4.0,2.0,0.0,283532400.0,4,90.0,49.0,5.0,2.0,2.0,631
285018300,3,90,49,17,9,2,283869000.0,3,90.0,49.0,32.0,10.0,7.0,283532400.0,3,90.0,49.0,17.0,7.0,2.0,630
284068800,3,0,44,0,0,0,283541400.0,3,0.0,44.0,0.0,0.0,0.0,283282200.0,3,0.0,44.0,0.0,0.0,0.0,629
284068800,3,0,44,0,0,0,283541400.0,3,0.0,44.0,0.0,0.0,0.0,283282200.0,3,0.0,44.0,0.0,0.0,0.0,628
284068800,3,0,44,0,0,0,283541400.0,3,0.0,44.0,0.0,0.0,0.0,283282200.0,3,0.0,44.0,0.0,0.0,0.0,627
284068800,2,0,40,0,0,0,283541400.0,2,90.0,40.0,21.0,1.0,3.0,283282200.0,2,0.0,40.0,0.0,0.0,0.0,626
285078600,2,0,40,0,0,0,283960800.0,2,0.0,40.0,0.0,0.0,0.0,283532400.0,2,0.0,40.0,0.0,0.0,0.0,625
285170400,3,0,45,0,0,0,283878000.0,3,0.0,45.0,0.0,0.0,0.0,283637700.0,3,0.0,45.0,0.0,0.0,0.0,624
285078600,4,0,45,0,0,0,283869000.0,4,0.0,45.0,0.0,0.0,0.0,283635000.0,4,0.0,45.0,0.0,0.0,0.0,623
285018300,2,0,40,0,0,0,283878000.0,2,0.0,40.0,0.0,0.0,0.0,283541400.0,2,0.0,40.0,0.0,0.0,0.0,622
284153400,3,90,45,15,7,2,283721400.0,3,90.0,45.0,28.0,6.0,8.0,283118400.0,3,74.0,45.0,2.0,3.0,2.0,621
283878000,3,10,45,4,0,1,283635000.0,3,4.0,45.0,3.0,0.0,1.0,282751200.0,3,1.0,45.0,0.0,0.0,1.0,620
